BioSample,refGenome,Organism,,BioSample,refGenome,Run,Organism,BioProject,LibraryName,,,,
SAMN12253750,GCF_000687185.1,Cochlearius_cochlearius,,,,SRR9947026,,PRJNA545868BioSample,B10K-CU-031-03,refGenome,Run,Organism,BioProject
SAMN12253800,GCF_000708225.1,Mesembrinibis_cayennensis,,,,SRR9947149,,PRJNA545868,B10K-DU-001-44,,,,
SAMN12253800,GCF_000708225.1,Mesembrinibis_cayennensis,,,,SRR9947150,,PRJNA545868,B10K-DU-001-44,,,,
SAMN12253800,GCF_000708225.1,Mesembrinibis_cayennensis,,,,SRR9947155,,PRJNA545868,B10K-DU-001-44,,,,
SAMN12253894,GCA_003259725.1,Glaucidium_brasilianum,,,,SRR9947098,,PRJNA545868,B10K-DU-008-63,,,,
SAMN12253894,GCA_003259725.1,Glaucidium_brasilianum,,,,SRR9947234,,PRJNA545868BioSample,B10K-DU-008-63,refGenome,Run,Organism,BioProject
SAMN13381210,GCA_007927625.1,Coilia_nasus,,,,SRR6384260,,PRJNA422339,wHAXPI033722-15,,,,
SAMN13381211,GCA_007927625.1,Coilia_nasus,,,,SRR6384263,,PRJNA422339,wHAXPI033723-16,,,,
SAMN13381212,GCA_007927625.1,Coilia_nasus,,,,SRR6384262,,PRJNA422339,wHAXPI033724-17,,,,
SAMN13381213,GCA_007927625.1,Coilia_nasus,,,,SRR6384257,,PRJNA422339,wHAXPI033725-18,,,,
SAMN13381214,GCA_007927625.1,Coilia_nasus,,,,SRR6384256,,PRJNA422339,wHAXPI033726-19,,,,
SAMN13381215,GCA_007927625.1,Coilia_nasus,,,,SRR6384259,,PRJNA422339,wHAXPI033727-20,,,,
SAMN13381216,GCA_007927625.1,Coilia_nasus,,,,SRR6384258,,PRJNA422339,wHAXPI033728-21,,,,
SAMN13381217,GCA_007927625.1,Coilia_nasus,,,,SRR6384255,,PRJNA422339,wHAXPI033729-22,,,,
SAMN13381218,GCA_007927625.1,Coilia_nasus,,,,SRR6384254,,PRJNA422339,wHAXPI033730-23,,,,
SAMN13381219,GCA_007927625.1,Coilia_nasus,,,,SRR6384210,,PRJNA422339,wHAXPI033731-24,,,,
SAMN13381220,GCA_007927625.1,Coilia_nasus,,,,SRR6384209,,PRJNA422339,wHAXPI033732-25,,,,
SAMN13381221,GCA_007927625.1,Coilia_nasus,,,,SRR6384208,,PRJNA422339,wHAXPI033733-26,,,,
SAMN13381222,GCA_007927625.1,Coilia_nasus,,,,SRR6384207,,PRJNA422339,wHAXPI033734-27,,,,
SAMN13381223,GCA_007927625.1,Coilia_nasus,,,,SRR6384206,,PRJNA422339,wHAXPI033735-28,,,,
SAMN13381224,GCA_007927625.1,Coilia_nasus,,,,SRR6384205,,PRJNA422339,wHAXPI033736-29,,,,
SAMN13381225,GCA_007927625.1,Coilia_nasus,,,,SRR6384204,,PRJNA422339,wHAXPI033737-30,,,,
SAMN13381226,GCA_007927625.1,Coilia_nasus,,,,SRR6384203,,PRJNA422339,wHAXPI033738-31,,,,
SAMN13381227,GCA_007927625.1,Coilia_nasus,,,,SRR6384202,,PRJNA422339,wHAXPI033739-32,,,,
SAMN13381228,GCA_007927625.1,Coilia_nasus,,,,SRR6384201,,PRJNA422339,wHAXPI033740-34,,,,
SAMN13381229,GCA_007927625.1,Coilia_nasus,,,,SRR6384237,,PRJNA422339,wHAXPI033741-35,,,,
SAMN13381230,GCA_007927625.1,Coilia_nasus,,,,SRR6384238,,PRJNA422339,wHAXPI033742-36,,,,
SAMN13381231,GCA_007927625.1,Coilia_nasus,,,,SRR6384235,,PRJNA422339,wHAXPI033743-39,,,,
SAMN13381232,GCA_007927625.1,Coilia_nasus,,,,SRR6384236,,PRJNA422339,wHAXPI033744-40,,,,
SAMN13381233,GCA_007927625.1,Coilia_nasus,,,,SRR6384233,,PRJNA422339,wHAXPI033745-41,,,,
SAMN13381234,GCA_007927625.1,Coilia_nasus,,,,SRR6384234,,PRJNA422339,wHAXPI033746-42,,,,
SAMN13381235,GCA_007927625.1,Coilia_nasus,,,,SRR6384231,,PRJNA422339,wHAXPI033747-45,,,,
SAMN13381236,GCA_007927625.1,Coilia_nasus,,,,SRR6384232,,PRJNA422339,wHAXPI033748-47,,,,
SAMN13381237,GCA_007927625.1,Coilia_nasus,,,,SRR6384240,,PRJNA422339,wHAXPI033749-50,,,,
SAMN13381238,GCA_007927625.1,Coilia_nasus,,,,SRR6384241,,PRJNA422339,wHAXPI033834-54,,,,
SAMN13381239,GCA_007927625.1,Coilia_nasus,,,,SRR6384226,,PRJNA422339,wHAXPI033835-58,,,,
SAMN13381240,GCA_007927625.1,Coilia_nasus,,,,SRR6384225,,PRJNA422339,wHAXPI033836-59,,,,
SAMN13381241,GCA_007927625.1,Coilia_nasus,,,,SRR6384228,,PRJNA422339,wHAXPI033837-61,,,,
SAMN13381242,GCA_007927625.1,Coilia_nasus,,,,SRR6384227,,PRJNA422339,wHAXPI033838-63,,,,
SAMN13381243,GCA_007927625.1,Coilia_nasus,,,,SRR6384222,,PRJNA422339,wHAXPI033839-68,,,,
SAMN13381244,GCA_007927625.1,Coilia_nasus,,,,SRR6384221,,PRJNA422339,wHAXPI033840-72,,,,
SAMN13381245,GCA_007927625.1,Coilia_nasus,,,,SRR6384224,,PRJNA422339,wHAXPI033841-73,,,,
SAMN13381246,GCA_007927625.1,Coilia_nasus,,,,SRR6384223,,PRJNA422339,wHAXPI033842-74,,,,
SAMN13381247,GCA_007927625.1,Coilia_nasus,,,,SRR6384230,,PRJNA422339,wHAXPI033843-75,,,,
SAMN13381248,GCA_007927625.1,Coilia_nasus,,,,SRR6384229,,PRJNA422339,wHAXPI033844-78,,,,
SAMN13381249,GCA_007927625.1,Coilia_nasus,,,,SRR6384276,,PRJNA422339,wHAXPI033845-80,,,,
SAMN13381250,GCA_007927625.1,Coilia_nasus,,,,SRR6384277,,PRJNA422339,wHAXPI033846-81,,,,
SAMN13381251,GCA_007927625.1,Coilia_nasus,,,,SRR6384278,,PRJNA422339,wHAXPI033847-84,,,,
SAMN13381252,GCA_007927625.1,Coilia_nasus,,,,SRR6384279,,PRJNA422339,wHAXPI033848-87,,,,
SAMN13381253,GCA_007927625.1,Coilia_nasus,,,,SRR6384272,,PRJNA422339,wHAXPI033849-88,,,,
SAMN13381254,GCA_007927625.1,Coilia_nasus,,,,SRR6384273,,PRJNA422339,wHAXPI033850-89,,,,
SAMN13381255,GCA_007927625.1,Coilia_nasus,,,,SRR6384274,,PRJNA422339,wHAXPI033851-92,,,,
SAMN13381256,GCA_007927625.1,Coilia_nasus,,,,SRR6384275,,PRJNA422339,wHAXPI033852-93,,,,
SAMN13381257,GCA_007927625.1,Coilia_nasus,,,,SRR6384268,,PRJNA422339,wHAXPI033853-94,,,,
SAMN13381258,GCA_007927625.1,Coilia_nasus,,,,SRR6384269,,PRJNA422339,wHAXPI033854-95,,,,
SAMN13381259,GCA_007927625.1,Coilia_nasus,,,,SRR6384246,,PRJNA422339,wHAXPI033855-98,,,,
SAMN13381260,GCA_007927625.1,Coilia_nasus,,,,SRR6384245,,PRJNA422339,wHAXPI033856-101,,,,
SAMN13381261,GCA_007927625.1,Coilia_nasus,,,,SRR6384244,,PRJNA422339,wHAXPI033858-108,,,,
SAMN13381262,GCA_007927625.1,Coilia_nasus,,,,SRR6384243,,PRJNA422339,wHAXPI033859-111,,,,
SAMN13381263,GCA_007927625.1,Coilia_nasus,,,,SRR6384250,,PRJNA422339,wHAXPI033860-112,,,,
SAMN13381264,GCA_007927625.1,Coilia_nasus,,,,SRR6384249,,PRJNA422339,wHAXPI033861-133,,,,
SAMN13381265,GCA_007927625.1,Coilia_nasus,,,,SRR6384248,,PRJNA422339,wHAXPI033865-142,,,,
SAMN13381266,GCA_007927625.1,Coilia_nasus,,,,SRR6384247,,PRJNA422339,wHAXPI033866-17,,,,
SAMN13381267,GCA_007927625.1,Coilia_nasus,,,,SRR6384253,,PRJNA422339,wHAXPI033867-13,,,,
SAMN13381268,GCA_007927625.1,Coilia_nasus,,,,SRR6384252,,PRJNA422339,wHAXPI033869-140,,,,
SAMN13381269,GCA_007927625.1,Coilia_nasus,,,,SRR6384185,,PRJNA422339,wHAXPI033870-18,,,,
SAMN13381270,GCA_007927625.1,Coilia_nasus,,,,SRR6384186,,PRJNA422339,wHAXPI033874-15,,,,
SAMN13381271,GCA_007927625.1,Coilia_nasus,,,,SRR6384183,,PRJNA422339,wHAXPI033877-16,,,,
SAMN13381272,GCA_007927625.1,Coilia_nasus,,,,SRR6384184,,PRJNA422339,wHAXPI033881-19,,,,
SAMN13381273,GCA_007927625.1,Coilia_nasus,,,,SRR6384189,,PRJNA422339,wHAXPI033916-20,,,,
SAMN13381274,GCA_007927625.1,Coilia_nasus,,,,SRR6384190,,PRJNA422339,wHAXPI033917-21,,,,
SAMN13381275,GCA_007927625.1,Coilia_nasus,,,,SRR6384187,,PRJNA422339,wHAXPI033918-22,,,,
SAMN13381276,GCA_007927625.1,Coilia_nasus,,,,SRR6384188,,PRJNA422339,wHAXPI033919-23,,,,
SAMN13381277,GCA_007927625.1,Coilia_nasus,,,,SRR6384181,,PRJNA422339,wHAXPI033920-24,,,,
SAMN13381278,GCA_007927625.1,Coilia_nasus,,,,SRR6384182,,PRJNA422339,wHAXPI033921-25,,,,
SAMN13381279,GCA_007927625.1,Coilia_nasus,,,,SRR6384283,,PRJNA422339,wHAXPI033922-26,,,,
SAMN13381280,GCA_007927625.1,Coilia_nasus,,,,SRR6384282,,PRJNA422339,wHAXPI033923-27,,,,
SAMN13381281,GCA_007927625.1,Coilia_nasus,,,,SRR6384285,,PRJNA422339,wHAXPI033924-28,,,,
SAMN13381282,GCA_007927625.1,Coilia_nasus,,,,SRR6384284,,PRJNA422339,wHAXPI033925-29,,,,
SAMN13381283,GCA_007927625.1,Coilia_nasus,,,,SRR6384287,,PRJNA422339,wHAXPI033926-30,,,,
SAMN13381284,GCA_007927625.1,Coilia_nasus,,,,SRR6384286,,PRJNA422339,wHAXPI033927-31,,,,
SAMN13381285,GCA_007927625.1,Coilia_nasus,,,,SRR6384289,,PRJNA422339,wHAXPI033928-32,,,,
SAMN13381286,GCA_007927625.1,Coilia_nasus,,,,SRR6384288,,PRJNA422339,wHAXPI033929-34,,,,
SAMN13381287,GCA_007927625.1,Coilia_nasus,,,,SRR6384281,,PRJNA422339,wHAXPI033930-35,,,,
SAMN13381288,GCA_007927625.1,Coilia_nasus,,,,SRR6384280,,PRJNA422339,wHAXPI033931-36,,,,
SAMN13381289,GCA_007927625.1,Coilia_nasus,,,,SRR6384211,,PRJNA422339,wHAXPI033932-39,,,,
SAMN13381290,GCA_007927625.1,Coilia_nasus,,,,SRR6384212,,PRJNA422339,wHAXPI033933-40,,,,
SAMN13381291,GCA_007927625.1,Coilia_nasus,,,,SRR6384213,,PRJNA422339,wHAXPI033934-41,,,,
SAMN13381292,GCA_007927625.1,Coilia_nasus,,,,SRR6384214,,PRJNA422339,wHAXPI033935-42,,,,
SAMN13381293,GCA_007927625.1,Coilia_nasus,,,,SRR6384215,,PRJNA422339,wHAXPI033965-45,,,,
SAMN13381294,GCA_007927625.1,Coilia_nasus,,,,SRR6384216,,PRJNA422339,wHAXPI033966-47,,,,
SAMN13381295,GCA_007927625.1,Coilia_nasus,,,,SRR6384217,,PRJNA422339,wHAXPI033967-50,,,,
SAMN13381296,GCA_007927625.1,Coilia_nasus,,,,SRR6384218,,PRJNA422339,wHAXPI033968-54,,,,
SAMN13381297,GCA_007927625.1,Coilia_nasus,,,,SRR6384219,,PRJNA422339,wHAXPI033969-58,,,,
SAMN13381298,GCA_007927625.1,Coilia_nasus,,,,SRR6384220,,PRJNA422339,wHAXPI033970-59,,,,
SAMN13381299,GCA_007927625.1,Coilia_nasus,,,,SRR6384198,,PRJNA422339,wHAXPI033971-61,,,,
SAMN13381300,GCA_007927625.1,Coilia_nasus,,,,SRR6384197,,PRJNA422339,wHAXPI033972-63,,,,
SAMN13381301,GCA_007927625.1,Coilia_nasus,,,,SRR6384196,,PRJNA422339,wHAXPI033973-68,,,,
SAMN13381302,GCA_007927625.1,Coilia_nasus,,,,SRR6384195,,PRJNA422339,wHAXPI033974-72,,,,
SAMN13381303,GCA_007927625.1,Coilia_nasus,,,,SRR6384194,,PRJNA422339,wHAXPI033975-73,,,,
SAMN13381304,GCA_007927625.1,Coilia_nasus,,,,SRR6384193,,PRJNA422339,wHAXPI033976-74,,,,
SAMN13737505,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835188,,PRJNA599025BioSample,P288663,refGenome,Run,Organism,BioProject
SAMN13737506,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835187,,PRJNA599025,P288866,,,,
SAMN13737507,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835186,,PRJNA599025,P288911,,,,
SAMN13737508,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835185,,PRJNA599025,P288913,,,,
SAMN13737509,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835184,,PRJNA599025,P289124,,,,
SAMN13737510,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835183,,PRJNA599025,P289316,,,,
SAMN13737511,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835182,,PRJNA599025,P289334,,,,
SAMN13737512,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835181,,PRJNA599025,Q538852,,,,
SAMN13737513,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835180,,PRJNA599025,Q538932,,,,
SAMN13737514,GCF_015476345.1,Anas_poecilorhyncha,,,,SRR10835179,,PRJNA599025,Q538949,,,,
SAMN14363079,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12602017,,PRJNA612146,1,,,,
SAMN14363080,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12602016,,PRJNA612146,2,,,,
SAMN14363081,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12602013,,PRJNA612146,3,,,,
SAMN14363082,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601794,,PRJNA612146,4,,,,
SAMN14363083,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601869,,PRJNA612146,5,,,,
SAMN14363084,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601858,,PRJNA612146,6,,,,
SAMN14363085,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601847,,PRJNA612146,7,,,,
SAMN14363086,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601836,,PRJNA612146,8,,,,
SAMN14363087,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601681,,PRJNA612146,9,,,,
SAMN14363088,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601670,,PRJNA612146,10,,,,
SAMN14363089,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12602015,,PRJNA612146,11,,,,
SAMN14363090,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601932,,PRJNA612146,12,,,,
SAMN14363091,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601921,,PRJNA612146,13,,,,
SAMN14363092,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601910,,PRJNA612146,14,,,,
SAMN14363093,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601971,,PRJNA612146,15,,,,
SAMN14363094,GCF_001891065.1,Hippocampus_abdominalis,,,,SRR12601960,,PRJNA612146,16,,,,
SAMN14363095,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601949,,PRJNA612146,17,,,,
SAMN14363096,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601902,,PRJNA612146,18,,,,
SAMN14363097,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601891,,PRJNA612146,19,,,,
SAMN14363098,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601880,,PRJNA612146,20,,,,
SAMN14363099,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12602012,,PRJNA612146,21,,,,
SAMN14363100,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12602001,,PRJNA612146,22,,,,
SAMN14363101,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601990,,PRJNA612146,23,,,,
SAMN14363102,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601979,,PRJNA612146,24,,,,
SAMN14363103,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601824,,PRJNA612146,25,,,,
SAMN14363104,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601813,,PRJNA612146,26,,,,
SAMN14363105,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601802,,PRJNA612146,27,,,,
SAMN14363106,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601755,,PRJNA612146,28,,,,
SAMN14363107,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601744,,PRJNA612146,29,,,,
SAMN14363108,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601733,,PRJNA612146,30,,,,
SAMN14363109,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601793,,PRJNA612146,31,,,,
SAMN14363110,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601782,,PRJNA612146,32,,,,
SAMN14363111,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601771,,PRJNA612146,33,,,,
SAMN14363112,GCF_001891065.1,Hippocampus_algiricus,,,,SRR12601724,,PRJNA612146,34,,,,
SAMN14363113,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601713,,PRJNA612146,35,,,,
SAMN14363114,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601702,,PRJNA612146,36,,,,
SAMN14363115,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601693,,PRJNA612146,37,,,,
SAMN14363116,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601692,,PRJNA612146,38,,,,
SAMN14363117,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601691,,PRJNA612146,39,,,,
SAMN14363118,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601690,,PRJNA612146,40,,,,
SAMN14363119,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601868,,PRJNA612146,41,,,,
SAMN14363120,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601867,,PRJNA612146,42,,,,
SAMN14363121,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601866,,PRJNA612146,43,,,,
SAMN14363122,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601865,,PRJNA612146,44,,,,
SAMN14363123,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601864,,PRJNA612146,45,,,,
SAMN14363124,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601863,,PRJNA612146,46,,,,
SAMN14363125,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601862,,PRJNA612146,47,,,,
SAMN14363126,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601861,,PRJNA612146,48,,,,
SAMN14363127,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601860,,PRJNA612146,49,,,,
SAMN14363128,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601859,,PRJNA612146,50,,,,
SAMN14363129,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601857,,PRJNA612146,51,,,,
SAMN14363130,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601856,,PRJNA612146,52,,,,
SAMN14363131,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601855,,PRJNA612146,53,,,,
SAMN14363132,GCF_001891065.1,Hippocampus_barbouri,,,,SRR12601854,,PRJNA612146,54,,,,
SAMN14363143,GCF_001891065.1,Hippocampus_comes,,,,SRR12601842,,PRJNA612146,65,,,,
SAMN14363144,GCF_001891065.1,Hippocampus_comes,,,,SRR12601841,,PRJNA612146,66,,,,
SAMN14363145,GCF_001891065.1,Hippocampus_comes,,,,SRR12601840,,PRJNA612146,67,,,,
SAMN14363146,GCF_001891065.1,Hippocampus_comes,,,,SRR12601839,,PRJNA612146,68,,,,
SAMN14363147,GCF_001891065.1,Hippocampus_comes,,,,SRR12601838,,PRJNA612146,69,,,,
SAMN14363148,GCF_001891065.1,Hippocampus_comes,,,,SRR12601837,,PRJNA612146,70,,,,
SAMN14363149,GCF_001891065.1,Hippocampus_comes,,,,SRR12601835,,PRJNA612146,71,,,,
SAMN14363150,GCF_001891065.1,Hippocampus_comes,,,,SRR12601834,,PRJNA612146,72,,,,
SAMN14363151,GCF_001891065.1,Hippocampus_comes,,,,SRR12601689,,PRJNA612146,73,,,,
SAMN14363152,GCF_001891065.1,Hippocampus_comes,,,,SRR12601688,,PRJNA612146,74,,,,
SAMN14363153,GCF_001891065.1,Hippocampus_comes,,,,SRR12601687,,PRJNA612146,75,,,,
SAMN14363154,GCF_001891065.1,Hippocampus_comes,,,,SRR12601686,,PRJNA612146,76,,,,
SAMN14363155,GCF_001891065.1,Hippocampus_comes,,,,SRR12601685,,PRJNA612146,77,,,,
SAMN14363156,GCF_001891065.1,Hippocampus_comes,,,,SRR12601684,,PRJNA612146,78,,,,
SAMN14363157,GCF_001891065.1,Hippocampus_comes,,,,SRR12601683,,PRJNA612146,79,,,,
SAMN14363158,GCF_001891065.1,Hippocampus_comes,,,,SRR12601682,,PRJNA612146,80,,,,
SAMN14363159,GCF_001891065.1,Hippocampus_comes,,,,SRR12601680,,PRJNA612146,81,,,,
SAMN14363160,GCF_001891065.1,Hippocampus_comes,,,,SRR12601679,,PRJNA612146,82,,,,
SAMN14363161,GCF_001891065.1,Hippocampus_comes,,,,SRR12601678,,PRJNA612146,83,,,,
SAMN14363169,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601669,,PRJNA612146,91,,,,
SAMN14363170,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601668,,PRJNA612146,92,,,,
SAMN14363171,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601667,,PRJNA612146,93,,,,
SAMN14363172,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601666,,PRJNA612146,94,,,,
SAMN14363173,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601665,,PRJNA612146,95,,,,
SAMN14363174,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601664,,PRJNA612146,96,,,,
SAMN14363175,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601663,,PRJNA612146,97,,,,
SAMN14363176,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601662,,PRJNA612146,98,,,,
SAMN14363177,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601661,,PRJNA612146,99,,,,
SAMN14363178,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601660,,PRJNA612146,100,,,,
SAMN14363179,GCF_001891065.1,Hippocampus_erectus,,,,SRR12602014,,PRJNA612146,101,,,,
SAMN14363180,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601941,,PRJNA612146,102,,,,
SAMN14363181,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601940,,PRJNA612146,103,,,,
SAMN14363182,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601939,,PRJNA612146,104,,,,
SAMN14363183,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601938,,PRJNA612146,105,,,,
SAMN14363184,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601937,,PRJNA612146,106,,,,
SAMN14363185,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601936,,PRJNA612146,107,,,,
SAMN14363186,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601935,,PRJNA612146,108,,,,
SAMN14363187,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601934,,PRJNA612146,109,,,,
SAMN14363188,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601933,,PRJNA612146,110,,,,
SAMN14363189,GCF_001891065.1,Hippocampus_erectus,,,,SRR12601931,,PRJNA612146,111,,,,
SAMN14363190,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601930,,PRJNA612146,112,,,,
SAMN14363191,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601929,,PRJNA612146,113,,,,
SAMN14363192,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601928,,PRJNA612146,114,,,,
SAMN14363193,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601927,,PRJNA612146,115,,,,
SAMN14363194,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601926,,PRJNA612146,116,,,,
SAMN14363195,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601925,,PRJNA612146,117,,,,
SAMN14363196,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601924,,PRJNA612146,118,,,,
SAMN14363197,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601923,,PRJNA612146,119,,,,
SAMN14363198,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601922,,PRJNA612146,120,,,,
SAMN14363199,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601920,,PRJNA612146,121,,,,
SAMN14363200,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601919,,PRJNA612146,122,,,,
SAMN14363201,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601918,,PRJNA612146,123,,,,
SAMN14363202,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601917,,PRJNA612146,124,,,,
SAMN14363203,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601916,,PRJNA612146,125,,,,
SAMN14363204,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601915,,PRJNA612146,126,,,,
SAMN14363205,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601914,,PRJNA612146,127,,,,
SAMN14363206,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601913,,PRJNA612146,128,,,,
SAMN14363207,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601912,,PRJNA612146,129,,,,
SAMN14363208,GCF_001891065.1,Hippocampus_fuscus,,,,SRR12601911,,PRJNA612146,130,,,,
SAMN14363209,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601909,,PRJNA612146,131,,,,
SAMN14363210,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601908,,PRJNA612146,132,,,,
SAMN14363211,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601907,,PRJNA612146,133,,,,
SAMN14363212,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601906,,PRJNA612146,134,,,,
SAMN14363213,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601977,,PRJNA612146,135,,,,
SAMN14363214,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601976,,PRJNA612146,136,,,,
SAMN14363215,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601975,,PRJNA612146,137,,,,
SAMN14363216,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601974,,PRJNA612146,138,,,,
SAMN14363217,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601973,,PRJNA612146,139,,,,
SAMN14363218,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601972,,PRJNA612146,140,,,,
SAMN14363219,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601970,,PRJNA612146,141,,,,
SAMN14363220,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601969,,PRJNA612146,142,,,,
SAMN14363221,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601968,,PRJNA612146,143,,,,
SAMN14363222,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601967,,PRJNA612146,144,,,,
SAMN14363223,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601966,,PRJNA612146,145,,,,
SAMN14363224,GCF_001891065.1,Hippocampus_hippocampus,,,,SRR12601965,,PRJNA612146,146,,,,
SAMN14363225,GCF_001891065.1,Hippocampus_histrix,,,,SRR12601964,,PRJNA612146,147,,,,
